set_id,outfile,site,Date,year,CropYield,corn_buac,soy_buac,PlantDensityS,PlantDensityH,RootDepth,emergDOY,FlowerDate,MaturityDate,LAI_maximum,ETAnnual,CropTranspiration,AvgDroughtStress,AvgExcessiveWStress,AvgNStress,AvgWTInseason,ResidueWTatSowing,ResidueNatSowing,SWAverage,SWSowing
0,mcna_CC_270.out,mcna,1997-12-31,1997,166.639,166.639,0,8.2,8.2,1533.728,130.000,203,262,3.276,794.561,345.68,1.7,2,1.811,1525.705,461.8,7.8,0.316,0.337
0,mcna_CC_270.out,mcna,1998-12-31,1998,33.057,0,33.057,0,0,907.184,130.000,191,259,2.817,596.583,154.61,1,1.99,1,630.729,3658.9,34.7,0.289,0.362
0,mcna_CC_270.out,mcna,1999-12-31,1999,182.764,182.764,0,7.3,7.3,1419.509,152.000,213,285,4.179,822.963,316.293,1.902,1.999,1.889,1346.983,124,1.4,0.319,0.335
0,mcna_CC_270.out,mcna,2000-12-31,2000,222.022,222.022,0,7.4,7.4,1508.01,132.000,201,255,4.693,616.145,307.972,1.875,2,1.841,1542.766,1827.9,20.6,0.336,0.244
0,mcna_CC_270.out,mcna,2001-12-31,2001,155.938,155.938,0,7.2,7.2,1226.978,129.000,201,253,4.669,588.014,304.513,1.872,1.963,1.684,1123.477,4465,45.5,0.325,0.413
0,mcna_CC_270.out,mcna,2002-12-31,2002,216.729,216.729,0,7.9,7.9,1295.194,136.000,201,253,4.399,689.073,344.354,1.792,2,1.77,1376.99,2557.8,23.6,0.277,0.346
0,mcna_CC_270.out,mcna,2003-12-31,2003,160.71,160.71,0,7.4,7.4,1530.818,142.000,210,269,4.014,594.364,310.432,1.64,2,1.893,1626.214,1850.8,18,0.311,0.312
0,mcna_CC_270.out,mcna,2004-12-31,2004,236.765,236.765,0,8,8,1529.199,127.000,201,265,4.685,622.952,302.096,1.953,2,1.871,1484.738,2421.1,32.6,0.309,0.266
0,mcna_CC_270.out,mcna,2005-12-31,2005,211.244,211.244,0,8,8,1255.836,128.000,198,250,4.96,671.169,357.017,1.819,2,1.805,1350.853,2034.5,19.8,0.315,0.343
0,mcna_CC_270.out,mcna,2006-12-31,2006,171.037,171.037,0,8,8,1541.473,118.000,193,245,3.622,647.871,312.854,1.804,2,1.741,1673.093,2330.1,23.5,0.289,0.268
