cokey,mrulekey,mrulename,seqnum,rulekey,rulename,ruledepth,interpll,interpllc,interplr,interplrc,interphr,interphrc,interphh,interphhc,nullpropdatabool,defpropdatabool,incpropdatabool,cointerpkey
17568371,24388,AWM - Irrigation Disposal of Wastewater,0,24388,AWM - Irrigation Disposal of Wastewater,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1428047833
17568371,24388,AWM - Irrigation Disposal of Wastewater,1,202,Percolation (1 - 4 um/sec) 0 to 60 Inches,1,1,Slow water movement,1,Slow water movement,1,Slow water movement,1,Slow water movement,0,0,0,1428047834
17568371,24388,AWM - Irrigation Disposal of Wastewater,2,200,"Wet, Ground Water Near the Surface (60 - 120cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1428047835
17568371,235,AWM - Land Application of Municipal Sewage Sludge,0,235,AWM - Land Application of Municipal Sewage Sludge,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1428047836
17568371,235,AWM - Land Application of Municipal Sewage Sludge,1,202,Percolation (1 - 4 um/sec) 0 to 60 Inches,1,1,Slow water movement,1,Slow water movement,1,Slow water movement,1,Slow water movement,0,0,0,1428047837
17568371,235,AWM - Land Application of Municipal Sewage Sludge,2,200,"Wet, Ground Water Near the Surface (60 - 120cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1428047838
17568371,205,AWM - Manure and Food Processing Waste,0,205,AWM - Manure and Food Processing Waste,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1428047839
17568371,205,AWM - Manure and Food Processing Waste,1,10265,Percolation < 2 um/sec to 60 Inches,1,1,Slow water movement,1,Slow water movement,1,Slow water movement,1,Slow water movement,0,0,0,1428047840
17568371,205,AWM - Manure and Food Processing Waste,2,200,"Wet, Ground Water Near the Surface (60 - 120cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1428047841
17568371,205,AWM - Manure and Food Processing Waste,3,10270,Intake Rate,1,0.5,Leaching,0.5,Leaching,0.5,Leaching,0.5,Leaching,0,0,0,1428047842
17568371,258,AWM - Overland Flow Process Treatment of Wastewater,0,258,AWM - Overland Flow Process Treatment of Wastewater,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1428047843
17568371,258,AWM - Overland Flow Process Treatment of Wastewater,1,200,"Wet, Ground Water Near the Surface (60 - 120cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1428047844
17568371,238,AWM - Rapid Infiltration Disposal of Wastewater,0,238,AWM - Rapid Infiltration Disposal of Wastewater,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1428047845
17568371,238,AWM - Rapid Infiltration Disposal of Wastewater,1,289,Percolation (10 - 40 um/sec) 0 to 60 Inches,1,1,Slow water movement,1,Slow water movement,1,Slow water movement,1,Slow water movement,0,0,0,1428047846
17568371,238,AWM - Rapid Infiltration Disposal of Wastewater,2,290,"Wet, Ground Water Within 180 cm of the Surface",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1428047847
17568371,254,AWM - Slow Rate Process Treatment of Wastewater,0,254,AWM - Slow Rate Process Treatment of Wastewater,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1428047848
17568371,254,AWM - Slow Rate Process Treatment of Wastewater,1,200,"Wet, Ground Water Near the Surface (60 - 120cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1428047849
